Campaign Name,Campaign Status,Campaign Objective,Buying Type,Campaign Bid Strategy,Campaign Daily Budget,Ad Set Name,Ad Set Status,Ad Set Daily Budget,Optimization Goal,Billing Event,Destination Type,Age Min,Age Max,Gender,Countries,Locales,Flexible Inclusions,Custom Audiences,Excluded Custom Audiences,Placement Type,Attribution Spec,Ad Name,Ad Status,Title,Body,Link Description,Call To Action,Link,Video File Name
C1_Acquisition_Boutique,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,60,C1-C_Lenteur_deconnexion,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,28,52,All,FR,fr_FR,"Pleine conscience, Développement personnel, Détox numérique, Minimalisme, Lecture, Poésie",,,Automatic,"7d_click,1d_view",V4-trente-jours,PAUSED,Écrire à la main oblige à savoir ce qu'on veut dire.,"La plume ne pardonne pas l'à-peu-près. On ralentit, on choisit ses mots, et la phrase change. C'est tout l'intérêt. Porte-plume, encre noire, papier de coton ivoire.",Expédié sous 48 h depuis l'Hérault,LEARN_MORE,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V4_trente_jours_9x16.mp4
C1_Acquisition_Boutique,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,60,C1-C_Lenteur_deconnexion,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,28,52,All,FR,fr_FR,"Pleine conscience, Développement personnel, Détox numérique, Minimalisme, Lecture, Poésie",,,Automatic,"7d_click,1d_view",V1-cire-c,PAUSED,Personne n'a jamais gardé un SMS.,"On s'envoie deux cents messages par jour et on n'en relit aucun. Une lettre, on la garde vingt ans dans un tiroir. Le Nécessaire à lettres : sceau à votre initiale, cire, porte-plume, encre, papier de coton.",Livraison offerte dès 60 € · 30 jours pour changer d'avis,SHOP_NOW,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V1_la_cire_9x16.mp4
C1_Acquisition_Boutique,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,60,C1-D_LAL1pct_acheteurs_A_ACTIVER_A_100_ACHATS,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,LAL_1pct_Acheteurs_FR,,Automatic,"7d_click,1d_view",V1-cire-a,PAUSED,Personne n'a jamais gardé un SMS.,"On s'envoie deux cents messages par jour et on n'en relit aucun. Une lettre, on la garde vingt ans dans un tiroir. Le Nécessaire à lettres : sceau à votre initiale, cire, porte-plume, encre, papier de coton.",Livraison offerte dès 60 € · 30 jours pour changer d'avis,SHOP_NOW,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V1_la_cire_9x16.mp4
C1_Acquisition_Boutique,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,60,C1-D_LAL1pct_acheteurs_A_ACTIVER_A_100_ACHATS,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,LAL_1pct_Acheteurs_FR,,Automatic,"7d_click,1d_view",V3-deballage-a,PAUSED,Un cadeau qu'on ne peut pas offrir distraitement.,"Un coffret toilé, un sceau de laiton gravé à son initiale, de la cire, une plume. Ça ne s'achète pas en dix secondes et ça ne s'oublie pas dans un placard.",Le Nécessaire à lettres — 68 € au lieu de 85 €,SHOP_NOW,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V3_deballage_9x16.mp4
C1_Acquisition_Boutique,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,60,C1-D_LAL1pct_acheteurs_A_ACTIVER_A_100_ACHATS,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,LAL_1pct_Acheteurs_FR,,Automatic,"7d_click,1d_view",V2-main-a,PAUSED,Écrire à la main oblige à savoir ce qu'on veut dire.,"La plume ne pardonne pas l'à-peu-près. On ralentit, on choisit ses mots, et la phrase change. C'est tout l'intérêt. Porte-plume, encre noire, papier de coton ivoire.",Expédié sous 48 h depuis l'Hérault,LEARN_MORE,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V2_la_main_9x16.mp4
C1_Acquisition_Boutique,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,60,C1-D_LAL1pct_acheteurs_A_ACTIVER_A_100_ACHATS,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,LAL_1pct_Acheteurs_FR,,Automatic,"7d_click,1d_view",V1-cire-b,PAUSED,Un cadeau qu'on ne peut pas offrir distraitement.,"Un coffret toilé, un sceau de laiton gravé à son initiale, de la cire, une plume. Ça ne s'achète pas en dix secondes et ça ne s'oublie pas dans un placard.",Le Nécessaire à lettres — 68 € au lieu de 85 €,SHOP_NOW,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V1_la_cire_montage2_9x16.mp4
C2_Test_Creatif,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,15,C2-A_Banc_essai,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,,,Automatic,"7d_click,1d_view",T-V1-cire,PAUSED,Personne n'a jamais gardé un SMS.,"On s'envoie deux cents messages par jour et on n'en relit aucun. Une lettre, on la garde vingt ans dans un tiroir. Le Nécessaire à lettres : sceau à votre initiale, cire, porte-plume, encre, papier de coton.",Livraison offerte dès 60 € · 30 jours pour changer d'avis,SHOP_NOW,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V1_la_cire_9x16.mp4
C2_Test_Creatif,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,15,C2-A_Banc_essai,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,,,Automatic,"7d_click,1d_view",T-V2-main,PAUSED,Écrire à la main oblige à savoir ce qu'on veut dire.,"La plume ne pardonne pas l'à-peu-près. On ralentit, on choisit ses mots, et la phrase change. C'est tout l'intérêt. Porte-plume, encre noire, papier de coton ivoire.",Expédié sous 48 h depuis l'Hérault,LEARN_MORE,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V2_la_main_9x16.mp4
C2_Test_Creatif,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,15,C2-A_Banc_essai,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,,,Automatic,"7d_click,1d_view",T-V3-deballage,PAUSED,Un cadeau qu'on ne peut pas offrir distraitement.,"Un coffret toilé, un sceau de laiton gravé à son initiale, de la cire, une plume. Ça ne s'achète pas en dix secondes et ça ne s'oublie pas dans un placard.",Le Nécessaire à lettres — 68 € au lieu de 85 €,SHOP_NOW,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V3_deballage_9x16.mp4
C2_Test_Creatif,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,15,C2-A_Banc_essai,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,,,Automatic,"7d_click,1d_view",T-V4-trente-jours,PAUSED,Écrire à la main oblige à savoir ce qu'on veut dire.,"La plume ne pardonne pas l'à-peu-près. On ralentit, on choisit ses mots, et la phrase change. C'est tout l'intérêt. Porte-plume, encre noire, papier de coton ivoire.",Expédié sous 48 h depuis l'Hérault,LEARN_MORE,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V4_trente_jours_9x16.mp4
C2_Test_Creatif,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,15,C2-A_Banc_essai,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,,,Automatic,"7d_click,1d_view",T-V5-fatigue,PAUSED,Personne n'a jamais gardé un SMS.,"On s'envoie deux cents messages par jour et on n'en relit aucun. Une lettre, on la garde vingt ans dans un tiroir. Le Nécessaire à lettres : sceau à votre initiale, cire, porte-plume, encre, papier de coton.",Livraison offerte dès 60 € · 30 jours pour changer d'avis,SHOP_NOW,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V5_la_fatigue_9x16.mp4
C2_Test_Creatif,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,15,C2-A_Banc_essai,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,,,Automatic,"7d_click,1d_view",T-V6-cadeau,PAUSED,Un cadeau qu'on ne peut pas offrir distraitement.,"Un coffret toilé, un sceau de laiton gravé à son initiale, de la cire, une plume. Ça ne s'achète pas en dix secondes et ça ne s'oublie pas dans un placard.",Le Nécessaire à lettres — 68 € au lieu de 85 €,SHOP_NOW,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V6_le_cadeau_9x16.mp4
C3_Retargeting,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,,C3-A_Panier_abandonne_7j,PAUSED,12,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,"AddToCart_7j, InitiateCheckout_7j",Acheteurs_30j,Automatic,"7d_click,1d_view",R-panier-a,PAUSED,Votre nécessaire vous attend.,"Il est toujours dans votre panier. La livraison est offerte, et vous avez trente jours pour changer d'avis — même une fois le coffret ouvert.",Livraison offerte dès 60 €,SHOP_NOW,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V3_deballage_9x16.mp4
C3_Retargeting,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,,C3-A_Panier_abandonne_7j,PAUSED,12,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,"AddToCart_7j, InitiateCheckout_7j",Acheteurs_30j,Automatic,"7d_click,1d_view",R-panier-b,PAUSED,Votre nécessaire vous attend.,"Il est toujours dans votre panier. La livraison est offerte, et vous avez trente jours pour changer d'avis — même une fois le coffret ouvert.",Livraison offerte dès 60 €,SHOP_NOW,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V1_la_cire_9x16.mp4
C3_Retargeting,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,,C3-B_Visiteurs_produit_14j,PAUSED,10,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,ViewContent_14j,AddToCart_14j,Automatic,"7d_click,1d_view",R-produit-a,PAUSED,Un cadeau qu'on ne peut pas offrir distraitement.,"Un coffret toilé, un sceau de laiton gravé à son initiale, de la cire, une plume. Ça ne s'achète pas en dix secondes et ça ne s'oublie pas dans un placard.",Le Nécessaire à lettres — 68 € au lieu de 85 €,SHOP_NOW,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V3_deballage_9x16.mp4
C3_Retargeting,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,,C3-B_Visiteurs_produit_14j,PAUSED,10,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,ViewContent_14j,AddToCart_14j,Automatic,"7d_click,1d_view",R-produit-b,PAUSED,Personne n'a jamais gardé un SMS.,"On s'envoie deux cents messages par jour et on n'en relit aucun. Une lettre, on la garde vingt ans dans un tiroir. Le Nécessaire à lettres : sceau à votre initiale, cire, porte-plume, encre, papier de coton.",Livraison offerte dès 60 € · 30 jours pour changer d'avis,SHOP_NOW,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V1_la_cire_9x16.mp4
C3_Retargeting,PAUSED,OUTCOME_SALES,AUCTION,LOWEST_COST_WITHOUT_CAP,,C3-C_Acheteurs_180j,PAUSED,8,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,Acheteurs_180j,,Automatic,"7d_click,1d_view",R-reachat-abo,PAUSED,Écrire à la main oblige à savoir ce qu'on veut dire.,"La plume ne pardonne pas l'à-peu-près. On ralentit, on choisit ses mots, et la phrase change. C'est tout l'intérêt. Porte-plume, encre noire, papier de coton ivoire.",Expédié sous 48 h depuis l'Hérault,LEARN_MORE,https://konnexyon.com/boutique?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V4_trente_jours_9x16.mp4
C4_Bascule_App,PAUSED,OUTCOME_LEADS,AUCTION,LOWEST_COST_WITHOUT_CAP,7,C4-A_Acheteurs_boutique,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,Acheteurs_180j,,Automatic,"7d_click,1d_view",APP-acheteurs,PAUSED,Vous avez de quoi écrire. Reste à savoir à qui.,"Konnexyon est un site de rencontre sans photo. On y écrit une ligne par jour, on lit celles des autres, et on écrit à celle qui nous arrête. Pas de profil à remplir. Seulement des mots.",Gratuit · Sans photo,SIGN_UP,https://konnexyon.com/?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V5_la_fatigue_9x16.mp4
C4_Bascule_App,PAUSED,OUTCOME_LEADS,AUCTION,LOWEST_COST_WITHOUT_CAP,7,C4-B_Visiteurs_sans_achat_30j,PAUSED,,OFFSITE_CONVERSIONS,IMPRESSIONS,WEBSITE,25,55,All,FR,fr_FR,,Visiteurs_boutique_30j,Acheteurs_180j,Automatic,"7d_click,1d_view",APP-visiteurs,PAUSED,Vous avez de quoi écrire. Reste à savoir à qui.,"Konnexyon est un site de rencontre sans photo. On y écrit une ligne par jour, on lit celles des autres, et on écrit à celle qui nous arrête. Pas de profil à remplir. Seulement des mots.",Gratuit · Sans photo,SIGN_UP,https://konnexyon.com/?utm_source=meta&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}},V5_la_fatigue_9x16.mp4
